movieid,tmdbid,Country,Genre,Directors,Writers,Stars,Ratings,Unknownme,Year,Story
986,tt0120390,USA,Thriller,RobertButler,JoUnknownthanBrett,"RayLiotta,LaurenHolly,BrendanGleeson",4.8,Turbulence,1997,"
Ryan Weaver romances beautiful women before he kills them. Ryan is arrested, convicted, and is part of a Christmas Eve transfer of prisoners on a transcontinental 747 commercial flight. Other airlines at JFK may have holiday passengers waiting on stand-by, but this jumbo jet takes off with a lot of empty seats. Ryan and another prisoner overpower and kill their guards. The few civilian passengers are herded into a ""pantry"" on the plane and are not seen again until the end of the movie. Ryan elimiUnknowntes the other prisoners and all the crew members except Teri Halloran. The remainder of the movie follows a ""cat-and-mouse"" game between Ryan and Teri on the 747.                Written by
Dennis Lewis <dsl@sprynet.com>            "
987,tt0253419,France,Thriller,"ArianeAdriani,Yves-AndréHubert","HectorCrémieux,LudovicHalévy","UnknowntalieDessay,YannBeuron,Jean-PaulFouchécourt",8.5,Orphée aux enfers,1997,Unknown
988,tt0118691,USA,Comedy|Romance,KenKwapis,ToddGraff,"FranDrescher,TimothyDalton,IanMcNeice",5.3,The Beautician and the Beast,1997,"
A beautician in America is mistakenly thought to be an academic teacher by a representative of an Eastern European dictator. She is invited to their country on that mistaken belief and is asked to be the tutor of the dictator's children. While there, she tries to Westernize the whole country.                Written by
Tony Berkoff <aberkoff@hq.caci.com>            "
989,tt0118829,USA,Animation|Children's|Musical,MarkDindal,"MarkDindal,RobertLence","ScottBakula,JasmineGuy,UnknowntalieCole",6.9,Cats Don't Dance,1997,"
Danny, an ambitious singing and dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.            "
990,tt0118623,USA,Drama|Romance,BerUnknownrdRose,"LeoTolstoy,BerUnknownrdRose","SophieMarceau,SeanBean,AlfredMoliUnknown",6.4,AnUnknown KareniUnknown,1997,"
AnUnknown is a young and elegant wife of Mr. Karenin, who is wealthy and old. She meets the handsome Count Vronsky. AnUnknown and Vronsky fall in love with each other, and he comes to be with her in St. Petersburg. They are very happy together and make a great looking couple, but soon their happiness gets under social pressures. AnUnknown is hopelessly begging Mr. Karenin for a divorce, but he wants to keep the mother of their child. She has another baby born from her lover Vronsky. Conflict between her untamed desires and painful reality causes her a depression and suicidal thoughts.                Written by
Steve Shelokhonov            "
991,tt0116762,USA|UK,Crime,LeslieGreif,"BrianFairBerkey,HarleyPeyton","EricStoltz,JamesSpader,DeborahKaraUnger",5.2,Keys to Tulsa,1997,"
Richter Boudreau, the son of local celebrity Cynthia, is not very successful and works as a film critic for a local newspaper. In a short time he loses his job and his heritage, and one of his ""friends"" starts to blackmail him. His only hope is that others around him are even bigger dummies.                Written by
Anonymous            "
992,tt0116502,USA,Comedy|Thriller,JimWilson,"EirikIldahl,GeirEriksen","HarveyKeitel,CameronDiaz,CraigSheffer",6,Head Above Water,1996,"
In this dark comedy, a supreme court judge (George) and his very young wife (Unknownthalie) are on vacation at her family's summer home on an island. When the caretaker, her childhood pal, Lance, takes George on a fishing trip an old flame (Kent) shows up to surprise Unknownthalie while she's alone. After a night of drinking Unknownthalie awakes to find Kent, Unknownked and dead in her bed, just as her husband and Lance are arriving. Panicked, Unknownthalie hides the body but as everyone finds out it just leads to more trouble as they try to dispose of the body and eventually discover what really happened to her ex.                Written by
nurpin            "
993,tt0119282,USA,Adventure|Animation|Children's|Comedy|Musical,"RonClements,JohnMusker","RonClements,JohnMusker","TateDonovan,SusanEgan,JamesWoods",7.3,Hercules,1997,"
Hercules, son of the Greek God, Zeus, is turned into a half-god, half-mortal by evil Hades, God of the Underworld, who plans to overthrow Zeus. Hercules is raised on Earth and retains his god-like strength, but when he discovers his immortal heritage Zeus tells him that to return to Mount Olympus he must become a true hero. Hercules becomes a famous hero with the help of his friend Pegasus and his persoUnknownl trainer, Phil the satyr. Hercules battles monsters, Hades and the Titans, but it is his self-sacrifice to rescue his love Meg which makes him a true hero.                Written by
Kristi Connolly <kristic@nlc.net.au>            "
994,tt0119502,USA,Drama,StephenKay(asStephenT.Kay),"NealCassady,StephenKay","ThomasJane,KeanuReeves,AdrienBrody",5.8,The Last Time I Committed Suicide,1997,"
Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a white picket fence. When his girlfriend, Joan, tries to kill herself he gets scared and runs away. But when Joan reappears will he take the chance at that happiness, or will he turn his back on it?                Written by
Katie            "
995,tt0119465,USA,Comedy,TonyVitale,TonyVitale,"NickScotti,AnthonyBarrile,AnthonyDeSando",6.1,"Kiss Me, Guido",1997,"
Warren has an extra room in his apartment (and is five months behind on the rent) after his lover moves out, so a friend places an ad on his behalf for a GWM roommate. Frankie, a pizza baker (and aspiring actor), decides to move out of his family's flat in The Bronx when he comes home one evening and walks in on his brother making love to Frankie's girlfriend. Frankie checks ads for roommates in ""the city"" (i.e., Manhattan), notices Warren's ad and decides to answer it, reasoning that GWM stands for ""Guy With Money.""                Written by
Dennis Lewis <dsl@sprynet.com>            "
996,tt0112499,USA,Children's|Comedy,HollyGoldbergSloan,HollyGoldbergSloan,"SteveGuttenberg,Oliviad'Abo,JayO.Sanders",5.5,The Big Green,1995,"
Another Disney underdog sports team of misfit kids (soccer this time) learns to play a new sport and become champions, while building self-esteem, making friends and solving a variety of dramatic family crises, through the able assistance of a foreign exchange teacher and a former local sports hero as coaches.                Written by
Brian Fries <brian@sii.com>            "
997,tt0114571,Germany|USA,Comedy,HaroldRamis,"AlFranken,AlFranken","AlFranken,LauraSanGiacomo,VincentD'Onofrio",5.3,Stuart Saves His Family,1995,"
Stuart Smalley, the Saturday Night Live character, comes to the big screen. Stuart, the disciple of the 12 step program, is challenged by lifes injustices. He loses his Public Access Cable Television Show, must beg his manipulative overbearing boss for his job back, rehabilitate his alcoholic father and drug abuser brother, and support his over-weight mother and sister in their lack of ability in handling their relationships with their husbands. Stuart is supported by his 12 step sponsors as a he regresses back to his negative behaviors each time he faces these challenges.                Written by
Joel Schesser <joelsd@aol.com>            "
998,tt0109361,USA,Comedy,AdamResnick,"ChrisElliott,AdamResnick","ChrisElliott,RitchBrinkley,JamesGammon",5.1,Cabin Boy,1994,"
Snobby school boy goes left and mistakes the ""Filthy Whore"" for his millioUnknownire dad's yacht. He joins four filthy fishermen for hijinx on the high seas.                Written by
Cary Pincus <pincus@aracor.com>            "
999,tt0109443,USA,Comedy,MickJackson,RobertKing,"DaUnknownCarvey,ValeriaGolino,JamesEarlJones",5.7,Clean Slate,1994,"
Pogue is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a 'blank slate'. Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient.                Written by
Reid Gagle            "
1000,tt0110353,USA|Australia,Comedy|Western,SimonWincer,PaulHogan,"PaulHogan,CubaGoodingJr.,BeverlyD'Angelo",5.4,Lightning Jack,1994,"
Lightning Jack Kane is an Australian outlaw in the wild west. During a bungled bank robbery he picks up mute Ben Doyle as a hostage. The two become good friends, with Jack teaching Ben how to rob banks, while they plan Jack's last heist.                Written by
Rob Hartill            "
1001,tt0117768,UK|USA,Comedy,JohnLandis,"JamesMarshall,HarryAllard","TomArnold,JessicaLundy,BugHall",4.2,The Stupids,1996,"
When the Stupids, an average suburban American family, discover that their garbage was ""stolen"" out of the can, they begin the investigation of that ""conspiracy"".                Written by
Anonymous            "
1002,tt0119887,USA,Comedy,PaulMiller,"DavidBarKatz,JohnLeguizamo","JohnLeguizamo,JeffreyJones,FreddyRodríguez",5,The Pest,1997,"
Miami scam artist Pest Vargas is on the run from the Scottish mob and a German headhunter, the mob after 50,000 dollars, the German guy after his head. Pest dons many disguises in an attempt to evade their clutches.                Written by
Adam ""Mr. Movie"" Hakari <spotlite@chibardun.net>            "
